Sexo,Idade,Cor,Tempo de Estudo,Renda,Altura
Masculino,63,Branca,5,2000,1.84
Feminino,39,Preta,13,1200,1.7
Feminino,38,Parda,16,3000,1.67
Masculino,55,Parda,16,1700,1.7
Masculino,27,Parda,12,954,1.78
Masculino,48,Parda,12,5000,1.71
Masculino,27,Parda,1,1500,1.75
Masculino,46,Branca,6,1700,1.63
Masculino,35,Parda,16,6700,1.61
Feminino,40,Parda,12,800,1.59
Masculino,32,Parda,16,2300,1.69
Feminino,37,Parda,12,1000,1.64
Masculino,24,Branca,12,3800,1.81
Masculino,41,Parda,10,788,1.77
Feminino,60,Branca,1,2500,1.72
Masculino,33,Branca,9,1045,1.79
Masculino,59,Parda,1,2000,1.62
Feminino,22,Branca,16,1600,1.8
Masculino,46,Branca,16,8000,1.68
Masculino,20,Parda,16,900,1.6
Masculino,59,Branca,5,2000,1.9
Masculino,33,Branca,12,2500,1.7
Masculino,65,Parda,8,1800,1.72
Masculino,27,Parda,12,3800,1.74
Masculino,43,Branca,12,2500,1.68
Masculino,65,Branca,7,4500,1.84
Feminino,46,Parda,16,3500,1.62
Masculino,50,Preta,3,1100,1.65
Feminino,47,Preta,9,1000,1.77
Masculino,40,Parda,5,700,1.61
Feminino,43,Parda,7,1100,1.81
Masculino,44,Preta,12,1600,1.83
Feminino,45,Branca,7,788,1.75
Masculino,28,Parda,12,1600,1.49
Masculino,22,Parda,15,3500,1.83
Feminino,47,Preta,16,6000,1.75
Feminino,53,Parda,15,3500,1.64
Feminino,49,Branca,12,2000,1.81
Masculino,67,Parda,9,2000,1.66
Masculino,40,Branca,8,1300,1.64
Masculino,59,Branca,13,1500,1.7
Feminino,55,Branca,12,1000,1.75
Masculino,58,Branca,6,1000,1.62
Feminino,56,Branca,16,5000,1.74
Masculino,50,Parda,16,9000,1.69
Feminino,63,Parda,16,1600,1.58
Feminino,45,Parda,16,6000,1.71
Masculino,48,Branca,16,3000,1.65
Feminino,51,Parda,12,2000,1.65
Masculino,54,Preta,4,2600,1.65
Feminino,43,Parda,12,1200,1.73
Feminino,39,Parda,16,1800,1.71
Masculino,46,Branca,5,1000,1.69
Feminino,29,Parda,12,788,1.58
Masculino,61,Branca,5,2000,1.74
Masculino,26,Branca,12,4000,1.69
Masculino,30,Branca,12,4500,1.76
Masculino,37,Parda,12,3000,1.69
Masculino,26,Preta,12,1400,1.7
Masculino,35,Parda,12,1500,1.76
Masculino,41,Parda,12,1800,1.74
Masculino,26,Parda,13,1000,1.67
Feminino,35,Preta,13,1720,1.75
Masculino,27,Parda,11,1500,1.68
Feminino,35,Parda,12,1570,1.61
Masculino,30,Parda,12,2000,1.66
Masculino,26,Branca,12,1200,1.59
Masculino,57,Parda,16,7000,1.81
Feminino,51,Parda,16,4500,1.51
Masculino,24,Parda,14,3000,1.52
Masculino,30,Parda,16,6000,1.72
Feminino,28,Parda,9,900,1.76
Masculino,37,Parda,9,1200,1.7
Masculino,35,Parda,12,3600,1.79
Feminino,25,Parda,12,2000,1.8
Feminino,43,Preta,12,1000,1.71
Masculino,35,Preta,16,10000,1.58
Masculino,35,Parda,5,1222,1.81
Masculino,50,Parda,8,1150,1.82
Masculino,58,Parda,9,2000,1.66
Feminino,49,Parda,3,500,1.54
Masculino,36,Parda,10,900,1.72
Masculino,34,Parda,12,1500,1.76
Masculino,48,Parda,12,1200,1.64
Feminino,37,Parda,12,840,1.68
Feminino,51,Parda,16,1900,1.72
Feminino,43,Branca,12,788,1.75
Feminino,54,Preta,2,844,1.71
Masculino,62,Parda,9,1600,1.72
Masculino,34,Parda,1,1200,1.68
Masculino,34,Parda,16,3000,1.8
Feminino,29,Branca,12,350,1.68
Masculino,63,Preta,1,600,1.72
Feminino,45,Parda,9,1000,1.6
Masculino,42,Parda,12,1007,1.66
Feminino,25,Branca,12,800,1.61
Feminino,34,Parda,16,2000,1.59
Masculino,65,Branca,8,1800,1.69
Feminino,28,Parda,16,2600,1.79
Feminino,61,Parda,7,200,1.71
Feminino,28,Parda,12,600,1.81
Masculino,48,Parda,16,3000,1.6
Feminino,35,Parda,9,400,1.61
Masculino,42,Preta,16,1400,1.67
Feminino,43,Branca,16,4000,1.92
Masculino,54,Branca,4,5000,1.73
Masculino,46,Parda,15,3000,1.92
Feminino,53,Preta,12,2500,1.73
Masculino,50,Parda,16,900,1.52
Masculino,24,Branca,12,1500,1.79
Feminino,27,Preta,16,700,1.62
Masculino,46,Preta,16,3000,1.73
Feminino,28,Branca,13,1400,1.67
Masculino,38,Branca,12,2000,1.73
Masculino,49,Preta,12,2800,1.56
Masculino,62,Preta,1,1550,1.78
Feminino,18,Parda,12,1000,1.8
Masculino,40,Branca,6,2000,1.72
Feminino,29,Preta,15,1500,1.56
Masculino,55,Branca,6,1000,1.83
Feminino,29,Preta,8,950,1.77
Masculino,44,Parda,12,2200,1.68
Masculino,41,Parda,12,1300,1.57
Masculino,30,Parda,7,3300,1.73
Masculino,21,Branca,11,900,1.73
Masculino,41,Parda,5,1600,1.69
Feminino,60,Parda,1,780,1.75
Masculino,51,Parda,3,1800,1.69
Feminino,48,Parda,9,1200,1.73
Masculino,23,Parda,12,1300,1.69
Feminino,40,Parda,9,1500,1.73
Feminino,47,Parda,9,788,1.83
Masculino,21,Parda,12,1200,1.58
Feminino,31,Parda,16,2800,1.65
Masculino,49,Preta,12,5000,1.7
Masculino,30,Branca,11,1500,1.57
Feminino,49,Parda,4,800,1.72
Masculino,58,Parda,8,2000,1.82
Feminino,49,Parda,12,2200,1.82
Masculino,64,Parda,7,2500,1.74
Masculino,43,Parda,12,4000,1.74
Feminino,51,Branca,16,3200,1.67
Masculino,34,Parda,12,3000,1.61
Feminino,32,Preta,16,2500,1.71
Masculino,70,Parda,8,1100,1.65
Feminino,31,Parda,10,1200,1.62
Feminino,40,Parda,16,2400,1.69
Masculino,49,Branca,12,3000,1.65
Masculino,52,Parda,7,2500,1.63
Masculino,56,Parda,12,3000,1.59
Masculino,25,Parda,12,1500,1.55
Feminino,21,Parda,13,1150,1.7
Feminino,36,Parda,13,1050,1.85
Masculino,22,Parda,9,1400,1.69
Feminino,25,Parda,9,820,1.74
Masculino,32,Parda,11,1200,1.63
Masculino,28,Branca,12,1600,1.69
Masculino,35,Preta,11,1680,1.86
Masculino,26,Parda,12,1800,1.66
Masculino,25,Parda,12,1300,1.71
Feminino,46,Parda,12,1500,1.77
Masculino,43,Parda,13,1800,1.75
Masculino,53,Parda,6,1800,1.71
Masculino,23,Preta,16,1050,1.6
Feminino,54,Parda,12,1400,1.72
Masculino,22,Parda,6,1200,1.79
Masculino,30,Parda,12,2365,1.72
Masculino,51,Parda,6,2200,1.72
Feminino,49,Parda,16,4500,1.68
Masculino,45,Branca,16,1400,1.79
Masculino,31,Parda,6,1500,1.56
Masculino,27,Parda,6,1500,1.7
Feminino,30,Parda,12,3000,1.67
Feminino,35,Parda,8,788,1.82
Masculino,42,Preta,6,2500,1.6
Masculino,56,Preta,16,2800,1.78
Masculino,30,Parda,12,2000,1.62
Masculino,37,Parda,5,1500,1.81
Feminino,50,Parda,9,1000,1.78
Feminino,48,Parda,15,1000,1.78
Feminino,36,Parda,9,1300,1.66
Masculino,33,Parda,12,788,1.73
Feminino,24,Preta,16,2500,1.73
Masculino,55,Parda,12,3000,1.67
Masculino,38,Parda,2,1700,1.75
Feminino,59,Branca,12,3200,1.6
Masculino,37,Parda,12,1800,1.74
Feminino,45,Branca,12,800,1.72
Masculino,40,Parda,16,5500,1.7
Masculino,43,Branca,12,3500,1.61
Feminino,22,Parda,10,788,1.7
Feminino,49,Parda,9,900,1.68
Feminino,40,Indígena,4,900,1.66
Feminino,44,Parda,5,700,1.72
Masculino,54,Parda,9,780,1.79
Feminino,53,Parda,9,788,1.76
Feminino,42,Parda,5,850,1.79
Feminino,43,Branca,11,1500,1.77
Feminino,59,Parda,6,300,1.78
Masculino,36,Parda,12,3000,1.66
Masculino,40,Indígena,12,2500,1.54
Feminino,39,Parda,12,1200,1.42
Feminino,41,Branca,15,3500,1.82
Feminino,34,Branca,16,3500,1.84
Masculino,40,Parda,12,2000,1.83
Feminino,37,Parda,8,800,1.63
Masculino,43,Parda,10,1150,1.6
Masculino,36,Branca,12,1900,1.68
Masculino,46,Parda,12,1400,1.64
Masculino,32,Parda,10,1300,1.71
Masculino,26,Branca,14,960,1.88
Masculino,35,Parda,12,900,1.81
Masculino,35,Parda,12,2400,1.81
Masculino,36,Preta,7,2000,1.7
Feminino,32,Branca,16,2100,1.66
Feminino,43,Branca,15,1900,1.61
Masculino,22,Parda,10,1200,1.71
Masculino,35,Parda,12,1900,1.57
Masculino,28,Parda,11,1600,1.48
Feminino,29,Branca,16,12500,1.74
Masculino,36,Parda,16,5000,1.63
Masculino,54,Parda,9,5000,1.62
Feminino,53,Parda,16,6800,1.54
Feminino,53,Branca,16,4000,1.78
Feminino,27,Parda,16,2200,1.61
Masculino,66,Branca,16,5000,1.61
Feminino,33,Branca,16,10000,1.76
Masculino,29,Parda,12,3000,1.69
Feminino,38,Branca,12,1000,1.63
Masculino,51,Parda,12,3000,1.8
Masculino,31,Branca,12,1400,1.76
Feminino,18,Parda,8,1000,1.63
Feminino,43,Parda,9,3000,1.76
Masculino,41,Parda,8,1200,1.72
Masculino,45,Branca,4,2500,1.82
Masculino,25,Parda,12,1300,1.69
Feminino,40,Branca,11,827,1.61
Masculino,51,Parda,5,1200,1.81
Masculino,30,Parda,12,2100,1.71
Masculino,77,Parda,1,0,1.8
Feminino,27,Parda,6,35,1.71
Masculino,20,Parda,9,1300,1.65
Masculino,58,Parda,1,700,1.7
Masculino,33,Parda,6,800,1.74
Feminino,38,Branca,12,1500,1.68
Feminino,39,Parda,5,300,1.75
Feminino,50,Parda,1,200,1.74
Masculino,22,Branca,10,2000,1.71
Masculino,30,Parda,12,788,1.71
Masculino,59,Parda,9,2000,1.7
Masculino,75,Branca,1,300,1.69
Masculino,51,Parda,12,3800,1.71
Masculino,36,Preta,12,2000,1.7
Masculino,35,Branca,14,5000,1.67
Masculino,46,Preta,12,3800,1.63
Feminino,60,Parda,6,1000,1.7
Masculino,29,Parda,12,5000,1.71
Feminino,24,Parda,12,1600,1.87
Feminino,56,Parda,6,1500,1.65
Masculino,62,Parda,3,900,1.73
Masculino,47,Parda,12,3000,1.77
Feminino,45,Preta,11,1800,1.64
Masculino,45,Parda,6,500,1.8
Masculino,57,Parda,4,1500,1.76
Masculino,38,Parda,15,5000,1.78
Masculino,41,Branca,12,3000,1.64
Masculino,40,Parda,16,1200,1.77
Masculino,39,Parda,16,1200,1.79
Masculino,35,Parda,5,1200,1.82
Masculino,42,Parda,1,3500,1.73
Feminino,46,Parda,10,1200,1.67
Masculino,55,Preta,4,1000,1.71
Masculino,30,Parda,15,3500,1.73
Masculino,29,Preta,16,6000,1.79
Feminino,52,Parda,16,3500,1.75
Masculino,58,Branca,12,10000,1.83
Masculino,26,Parda,8,1400,1.55
Masculino,50,Parda,2,1600,1.69
Masculino,56,Parda,12,1400,1.72
Masculino,53,Preta,5,788,1.66
Masculino,59,Parda,9,5000,1.67
Masculino,33,Branca,16,50000,1.63
Feminino,44,Preta,12,872,1.6
Masculino,59,Preta,5,3000,1.82
Feminino,46,Preta,16,1000,1.65
Feminino,56,Parda,6,1000,1.68
Feminino,24,Parda,14,1500,1.64
Masculino,44,Parda,5,920,1.8
Masculino,42,Parda,5,788,1.68
Masculino,28,Parda,15,2000,1.76
Feminino,59,Parda,6,1100,1.68
Feminino,48,Branca,16,1900,1.6
Feminino,36,Parda,13,600,1.7
Masculino,35,Preta,9,788,1.71
Masculino,45,Parda,5,1000,1.59
Masculino,46,Branca,12,3000,1.65
Masculino,34,Branca,11,2600,1.61
Feminino,33,Parda,12,1200,1.75
Masculino,42,Parda,8,1200,1.73
Feminino,39,Parda,16,9000,1.7
Masculino,33,Parda,1,1200,1.74
Masculino,55,Branca,7,2000,1.68
Masculino,57,Parda,12,1000,1.72
Masculino,54,Parda,1,1500,1.62
Masculino,33,Preta,8,1000,1.72
Masculino,65,Parda,4,600,1.77
Masculino,47,Branca,11,1000,1.58
Masculino,43,Parda,7,788,1.68
Masculino,70,Branca,1,1000,1.55
Masculino,51,Parda,5,788,1.71
Masculino,49,Branca,4,1100,1.72
Masculino,66,Parda,1,500,1.76
Masculino,23,Parda,9,788,1.74
Masculino,49,Parda,16,400,1.79
Masculino,41,Preta,5,2200,1.59
Masculino,57,Branca,9,3000,1.55
Masculino,45,Parda,1,350,1.7
Masculino,38,Parda,6,1200,1.72
Masculino,34,Parda,5,300,1.82
Feminino,50,Branca,16,3600,1.65
Masculino,43,Parda,5,700,1.79
Feminino,36,Branca,12,3200,1.76
Masculino,35,Branca,16,1900,1.76
Feminino,34,Branca,12,850,1.66
Masculino,39,Branca,1,800,1.61
Masculino,31,Preta,9,1100,1.68
Feminino,41,Parda,6,788,1.82
Feminino,52,Branca,5,250,1.78
Masculino,37,Parda,12,1500,1.58
Feminino,26,Parda,12,830,1.72
Masculino,63,Branca,5,3100,1.75
Masculino,53,Parda,12,2000,1.74
Masculino,42,Parda,5,500,1.76
Masculino,30,Branca,16,4000,1.77
Masculino,24,Branca,12,912,1.68
Feminino,34,Preta,16,9000,1.63
Masculino,30,Branca,10,1500,1.58
Masculino,33,Parda,16,3000,1.77
Masculino,42,Branca,5,500,1.6
Masculino,35,Branca,10,3000,1.74
Masculino,37,Parda,2,550,1.68
Masculino,28,Parda,6,1380,1.76
Masculino,34,Parda,9,1200,1.65
Feminino,53,Preta,10,400,1.69
Masculino,48,Preta,12,10000,1.7
Feminino,43,Parda,12,3500,1.63
Feminino,50,Branca,9,850,1.75
Masculino,45,Parda,6,2000,1.72
Masculino,30,Branca,3,700,1.58
Masculino,27,Parda,16,2800,1.84
Masculino,42,Branca,9,1200,1.52
Feminino,42,Parda,15,788,1.65
Masculino,74,Branca,1,400,1.65
Masculino,29,Parda,12,3000,1.7
Masculino,37,Preta,16,1500,1.69
Feminino,40,Parda,4,400,1.6
Masculino,52,Branca,9,1200,1.75
Masculino,36,Preta,5,3000,1.84
Feminino,59,Parda,16,2000,1.75
Masculino,33,Branca,12,900,1.75
Feminino,28,Parda,14,1000,1.71
Masculino,54,Parda,13,833,1.71
Masculino,26,Parda,12,1500,1.78
Masculino,36,Branca,5,2000,1.69
Masculino,43,Branca,6,1000,1.77
Masculino,45,Preta,5,2000,1.67
Masculino,33,Parda,9,6000,1.67
Masculino,44,Branca,9,1500,1.7
Feminino,57,Branca,9,1700,1.78
Masculino,49,Parda,2,1950,1.63
Masculino,62,Branca,3,700,1.56
Feminino,50,Branca,2,0,1.65
Masculino,46,Branca,5,1500,1.65
Masculino,26,Branca,14,1000,1.82
Masculino,44,Parda,12,4000,1.68
Masculino,56,Branca,16,7400,1.62
Masculino,36,Parda,16,2000,1.63
Feminino,18,Branca,9,1300,1.64
Masculino,47,Parda,2,2500,1.72
Masculino,56,Parda,1,2000,1.7
Masculino,65,Parda,12,2160,1.77
Feminino,52,Branca,15,5000,1.6
Masculino,34,Branca,16,3000,1.64
Masculino,23,Branca,16,2000,1.7
Masculino,55,Branca,16,900,1.63
Feminino,36,Branca,12,800,1.62
Feminino,49,Parda,12,1000,1.45
Feminino,38,Parda,12,1100,1.93
Masculino,55,Parda,7,1576,1.78
Masculino,23,Parda,12,1500,1.77
Feminino,19,Parda,10,876,1.58
Masculino,55,Parda,5,1500,1.77
Feminino,46,Branca,6,788,1.59
Masculino,48,Preta,12,2000,1.6
Masculino,74,Parda,12,915,1.62
Masculino,28,Parda,12,3000,1.86
Masculino,48,Preta,5,2000,1.74
Masculino,58,Parda,4,1500,1.77
Masculino,40,Parda,12,950,1.83
Masculino,52,Parda,6,2500,1.63
Feminino,33,Branca,16,788,1.75
Masculino,25,Parda,3,500,1.68
Feminino,35,Branca,12,1200,1.71
Masculino,33,Preta,1,600,1.9
Masculino,28,Parda,8,1500,1.79
Masculino,64,Preta,6,1800,1.8
Masculino,44,Branca,16,1024,1.6
Masculino,32,Parda,12,4000,1.62
Masculino,50,Parda,16,5000,1.77
Feminino,47,Branca,12,950,1.68
Masculino,48,Parda,3,788,1.72
Masculino,36,Branca,9,2400,1.59
Masculino,35,Branca,5,6000,1.68
Masculino,49,Parda,9,788,1.76
Masculino,37,Parda,8,1200,1.73
Masculino,33,Branca,5,1000,1.73
Feminino,34,Parda,12,3000,1.64
Feminino,49,Preta,13,500,1.7
Masculino,30,Branca,16,1400,1.74
Feminino,45,Amarela,5,640,1.66
Masculino,21,Parda,12,1490,1.74
Feminino,32,Parda,5,800,1.7
Feminino,47,Parda,12,1000,1.63
Masculino,38,Preta,6,1300,1.77
Masculino,33,Amarela,5,1250,1.71
Masculino,35,Branca,8,1500,1.73
Masculino,32,Branca,16,10000,1.8
Masculino,40,Branca,5,1200,1.7
Masculino,33,Parda,12,1500,1.74
Feminino,47,Branca,16,400,1.7
Masculino,41,Parda,13,1000,1.73
Masculino,76,Branca,5,3000,1.65
Masculino,54,Branca,12,4500,1.69
Masculino,57,Parda,6,1500,1.56
Feminino,44,Branca,15,788,1.57
Masculino,65,Amarela,16,7500,1.52
Masculino,43,Parda,12,3000,1.65
Masculino,41,Parda,5,1200,1.68
Masculino,44,Parda,11,3000,1.81
Masculino,49,Branca,3,1200,1.62
Masculino,50,Parda,5,788,1.72
Masculino,40,Parda,6,6000,1.81
Feminino,30,Amarela,9,1000,1.61
Masculino,36,Parda,1,800,1.6
Masculino,30,Preta,9,1100,1.64
Feminino,39,Parda,8,788,1.7
Masculino,43,Branca,12,1300,1.73
Masculino,47,Parda,12,3000,1.73
Masculino,43,Branca,12,4000,1.78
Masculino,34,Parda,12,788,1.75
Feminino,46,Branca,12,800,1.73
Masculino,26,Branca,17,1200,1.66
Feminino,30,Preta,14,3000,1.8
Feminino,52,Branca,16,4000,1.61
Masculino,25,Parda,12,1500,1.68
Masculino,35,Preta,9,1300,1.6
Masculino,44,Preta,16,788,1.67
Feminino,30,Parda,5,360,1.7
Masculino,20,Preta,11,1000,1.68
Masculino,34,Branca,4,1070,1.67
Masculino,40,Branca,14,850,1.77
Masculino,51,Branca,1,800,1.65
Masculino,34,Branca,9,788,1.67
Masculino,32,Parda,12,1000,1.7
Masculino,41,Preta,13,3000,1.64
Masculino,43,Parda,13,1200,1.67
Masculino,41,Branca,5,1200,1.74
Masculino,26,Parda,12,1200,1.58
Masculino,54,Preta,3,850,1.57
Masculino,34,Branca,8,800,1.77
Masculino,42,Parda,1,1000,1.65
Masculino,37,Parda,6,850,1.73
Masculino,41,Branca,5,800,1.75
Masculino,36,Branca,7,300,1.7
Masculino,43,Parda,4,1782,1.56
Masculino,37,Parda,10,1500,1.67
Masculino,58,Preta,1,600,1.69
Masculino,54,Preta,1,400,1.75
Masculino,27,Parda,8,1600,1.74
Masculino,34,Parda,4,1300,1.66
Masculino,30,Branca,12,800,1.73
Masculino,39,Branca,5,1500,1.71
Masculino,31,Branca,16,1500,1.74
Masculino,50,Parda,2,700,1.64
Masculino,68,Parda,3,0,1.71
Masculino,53,Parda,5,1350,1.67
Feminino,34,Branca,16,2205,1.66
Masculino,49,Branca,16,1000,1.54
Masculino,30,Preta,12,520,1.81
Masculino,61,Branca,5,2000,1.76
Masculino,55,Parda,1,800,1.69
Masculino,35,Parda,5,450,1.71
Masculino,41,Parda,4,500,1.63
Masculino,50,Parda,3,800,1.67
Masculino,45,Branca,16,800,1.59
Masculino,27,Parda,12,1000,1.75
Masculino,54,Preta,4,788,1.66
Masculino,46,Preta,16,1300,1.64
Masculino,50,Parda,8,2000,1.82
Masculino,36,Parda,6,1000,1.7
Masculino,35,Parda,12,3000,1.79
Masculino,50,Branca,1,700,1.67
Masculino,49,Parda,6,1000,1.83
Masculino,45,Parda,9,700,1.7
Masculino,41,Branca,9,1000,1.61
Masculino,48,Branca,7,1260,1.68
Masculino,33,Parda,3,700,1.69
Feminino,41,Parda,12,800,1.68
Feminino,34,Branca,12,2100,1.71
Masculino,58,Parda,16,4500,1.57
Feminino,53,Parda,16,1200,1.79
Feminino,53,Parda,9,1200,1.73
Masculino,47,Branca,12,4800,1.73
Masculino,67,Branca,2,788,1.75
Feminino,52,Parda,5,950,1.68
Masculino,33,Branca,12,1578,1.61
Masculino,62,Branca,4,600,1.68
Masculino,23,Branca,6,788,1.85
Masculino,38,Branca,4,3000,1.8
Masculino,47,Branca,7,900,1.8
Masculino,28,Preta,8,788,1.77
Masculino,36,Preta,7,750,1.66
Masculino,45,Branca,9,900,1.74
Masculino,35,Preta,6,500,1.88
Masculino,48,Preta,2,600,1.67
Masculino,37,Parda,4,800,1.7
Masculino,42,Branca,6,1000,1.75
Masculino,59,Parda,2,300,1.78
Masculino,51,Branca,4,800,1.73
Masculino,32,Preta,4,400,1.76
Masculino,49,Branca,12,788,1.79
Masculino,37,Branca,7,500,1.6
Masculino,24,Branca,10,1500,1.74
Masculino,55,Parda,9,1000,1.74
Masculino,37,Branca,4,1100,1.79
Masculino,26,Branca,12,1000,1.79
Feminino,26,Branca,12,788,1.65
Masculino,43,Parda,4,900,1.65
Masculino,40,Preta,5,1500,1.74
Masculino,34,Branca,3,250,1.76
Feminino,26,Parda,12,300,1.54
Masculino,34,Branca,3,200,1.72
Masculino,28,Preta,6,1200,1.7
Masculino,54,Parda,5,1500,1.79
Masculino,36,Parda,12,800,1.63
Masculino,41,Parda,12,1000,1.63
Feminino,46,Branca,9,400,1.6
Masculino,37,Parda,12,1000,1.6
Masculino,36,Parda,12,1200,1.7
Masculino,33,Branca,8,5000,1.61
Masculino,60,Branca,1,788,1.77
Feminino,53,Branca,5,300,1.64
Feminino,38,Parda,17,500,1.81
Masculino,48,Parda,1,800,1.61
Masculino,28,Amarela,16,7000,1.78
Masculino,76,Parda,3,2500,1.63
Masculino,44,Parda,3,500,1.64
Feminino,36,Parda,12,788,1.61
Masculino,37,Branca,15,4200,1.66
Masculino,40,Parda,12,2000,1.75
Feminino,38,Parda,9,788,1.76
Masculino,26,Parda,7,1200,1.76
Masculino,25,Parda,12,1100,1.69
Masculino,68,Parda,1,1200,1.73
Masculino,50,Parda,1,1000,1.69
Masculino,27,Branca,8,500,1.76
Masculino,36,Branca,5,500,1.7
Masculino,57,Parda,1,300,1.65
Feminino,40,Parda,12,500,1.61
Masculino,58,Parda,5,800,1.56
Feminino,28,Branca,16,1400,1.77
Masculino,26,Branca,5,500,1.75
Masculino,84,Parda,9,1500,1.73
Masculino,56,Parda,6,1000,1.75
Masculino,33,Parda,4,900,1.6
Masculino,40,Preta,9,1100,1.81
Masculino,42,Branca,5,400,1.71
Masculino,38,Parda,12,1050,1.81
Masculino,36,Parda,12,788,1.77
Masculino,32,Branca,3,600,1.59
Masculino,45,Parda,5,2000,1.7
Masculino,26,Parda,5,788,1.64
Masculino,49,Parda,13,1350,1.72
Masculino,53,Branca,1,1600,1.83
Feminino,49,Branca,14,400,1.76
Masculino,46,Parda,4,500,1.62
Masculino,57,Parda,6,2500,1.68
Masculino,51,Preta,5,0,1.79
Masculino,20,Parda,12,800,1.76
Masculino,47,Parda,16,400,1.6
Masculino,53,Branca,16,2700,1.68
Masculino,50,Branca,2,800,1.71
Feminino,52,Parda,2,0,1.71
Masculino,69,Branca,4,278,1.66
Masculino,56,Branca,4,0,1.71
Masculino,64,Preta,6,104,1.75
Masculino,33,Branca,12,1500,1.7
Masculino,58,Parda,3,3000,1.74
Masculino,55,Preta,1,1125,1.88
Masculino,85,Parda,3,0,1.72
Feminino,21,Parda,9,300,1.7
Feminino,57,Branca,12,1200,1.8
Masculino,48,Parda,5,950,1.82
Feminino,37,Branca,5,830,1.73
Masculino,75,Branca,1,200,1.73
Masculino,41,Parda,16,990,1.68
Feminino,48,Branca,12,400,1.72
Masculino,32,Parda,12,1500,1.75
Masculino,55,Parda,3,800,1.7
Masculino,41,Parda,5,500,1.71
Masculino,20,Branca,12,350,1.6
Feminino,33,Preta,5,0,1.69
Masculino,45,Parda,1,777,1.63
Masculino,39,Preta,1,1000,1.74
Masculino,53,Branca,1,1500,1.66
Feminino,41,Branca,12,0,1.68
Feminino,58,Parda,5,0,1.71
Feminino,31,Parda,12,200,1.72
Masculino,43,Branca,9,1500,1.69
Masculino,61,Parda,4,0,1.71
Feminino,53,Preta,3,0,1.72
Masculino,39,Parda,10,0,1.88
Masculino,51,Parda,5,1000,1.61
Masculino,46,Parda,7,375,1.76
Feminino,76,Branca,2,0,1.73
Masculino,21,Parda,12,1500,1.69
Masculino,41,Branca,5,1000,1.69
Feminino,26,Preta,16,2300,1.82
Masculino,57,Parda,1,650,1.72
Masculino,45,Branca,9,10000,1.69
Masculino,45,Branca,9,2000,1.61
Masculino,47,Parda,12,2500,1.69
Masculino,36,Branca,4,3450,1.46
Masculino,56,Parda,4,400,1.81
Masculino,49,Parda,9,2500,1.73
Masculino,35,Branca,9,6000,1.76
Masculino,37,Parda,9,1800,1.71
Masculino,33,Branca,9,1500,1.71
Masculino,28,Branca,12,600,1.65
Masculino,31,Parda,12,500,1.82
Masculino,49,Branca,9,10000,1.6
Masculino,28,Parda,9,700,1.76
Feminino,38,Parda,12,815,1.67
Masculino,71,Branca,9,1500,1.74
Masculino,29,Parda,12,2500,1.69
Masculino,38,Branca,5,1500,1.76
Masculino,44,Parda,3,2500,1.54
Masculino,38,Preta,7,1200,1.76
Masculino,56,Branca,5,1500,1.79
Masculino,77,Branca,3,3000,1.5
Masculino,42,Branca,6,1300,1.57
Masculino,33,Branca,5,1000,1.64
Masculino,63,Branca,5,2000,1.68
Masculino,34,Parda,5,500,1.75
Masculino,56,Branca,5,1200,1.65
Masculino,78,Branca,1,800,1.65
Masculino,29,Parda,8,3000,1.74
Masculino,42,Parda,6,1000,1.7
Feminino,61,Parda,1,200,1.67
Masculino,29,Branca,12,1500,1.7
Masculino,40,Parda,9,800,1.48
Masculino,31,Parda,8,500,1.78
Masculino,59,Parda,5,2000,1.77
Masculino,55,Parda,2,1800,1.73
Masculino,41,Branca,7,1500,1.63
Masculino,59,Parda,3,600,1.69
Masculino,49,Branca,12,1500,1.7
Masculino,65,Parda,3,1200,1.61
Masculino,20,Parda,5,788,1.56
Masculino,35,Parda,9,1300,1.66
Masculino,39,Parda,3,2000,1.78
Masculino,31,Parda,9,2000,1.77
Masculino,39,Parda,13,2300,1.74
Masculino,50,Parda,4,5000,1.77
Masculino,22,Parda,12,1000,1.8
Masculino,57,Branca,5,600,1.65
Masculino,48,Parda,2,1200,1.79
Masculino,57,Branca,3,1500,1.68
Feminino,60,Parda,16,2200,1.67
Masculino,31,Parda,12,1400,1.54
Masculino,43,Parda,3,1500,1.65
Masculino,48,Parda,7,1200,1.68
Masculino,42,Parda,4,788,1.75
Masculino,36,Parda,2,950,1.83
Masculino,48,Branca,8,2600,1.7
Masculino,37,Parda,6,788,1.67
Masculino,48,Parda,8,788,1.82
Masculino,61,Parda,2,500,1.67
Masculino,31,Branca,12,400,1.56
Masculino,52,Parda,6,950,1.59
Masculino,79,Branca,1,2500,1.68
Masculino,54,Parda,6,1500,1.76
Feminino,22,Parda,9,300,1.78
Masculino,40,Parda,5,1000,1.68
Masculino,32,Branca,6,750,1.82
Masculino,30,Preta,12,2700,1.79
Feminino,20,Preta,5,600,1.73
Masculino,33,Parda,3,1500,1.76
Masculino,31,Parda,4,1170,1.75
Feminino,27,Parda,12,1100,1.75
Masculino,51,Parda,4,1200,1.7
Masculino,45,Parda,9,1300,1.73
Masculino,32,Branca,12,3800,1.72
Feminino,37,Parda,8,2500,1.75
Masculino,50,Preta,1,1500,1.72
Masculino,52,Branca,5,5000,1.68
Feminino,51,Parda,3,400,1.63
Masculino,27,Parda,12,1500,1.59
Masculino,30,Branca,6,1600,1.69
